severity,affected_population,disaster_type,rainfall_mm,road_blockage_percent,medical_need_level,elderly_population,infrastructure_damage_level,rescue_team_availability,area_size_km2,hospital_distance_km,response_time_target_min,teams_required,ambulances_required,food_packets_required,medical_kits_required
6,891,CYCLONE,114.9,20.0,6,111,2,29,17.1,2.7,45,151,25,2288,39
10,3367,FIRE,181.2,87.7,9,405,1,8,18.4,16.8,30,626,47,8518,115
6,2019,FLOOD,64.6,37.2,3,415,2,1,32.2,1.5,45,271,21,5108,66
4,3822,CYCLONE,238.6,89.9,9,241,5,39,21.6,11.7,45,433,53,9595,132
10,622,CYCLONE,267.8,42.2,7,70,6,13,20.1,40.3,60,190,42,1655,38
1,2258,LANDSLIDE,35.8,45.3,10,260,7,16,57.9,15.0,15,77,20,5655,92
8,2339,EARTHQUAKE,252.5,40.3,9,546,1,22,64.7,4.4,15,475,52,5928,86
7,2475,FIRE,95.2,34.6,2,399,6,32,61.4,20.3,60,333,20,6258,81
8,1004,FIRE,281.3,10.3,4,59,1,9,11.0,16.8,60,150,21,2590,38
4,1404,FLOOD,57.3,90.2,6,299,9,1,93.4,43.5,45,153,18,3550,61
1,917,FLOOD,284.1,7.5,6,172,7,18,70.0,46.3,60,39,15,2302,45
2,1044,FIRE,258.6,75.3,7,185,2,34,53.0,29.3,60,48,15,2630,46
5,2647,OTHER,144.8,9.2,5,508,6,36,83.6,12.9,30,233,22,6668,92
2,625,LANDSLIDE,18.1,1.3,4,89,7,13,49.0,17.7,45,49,8,1582,33
5,3729,OTHER,46.2,50.5,3,349,6,25,97.5,43.5,30,326,23,9372,119
7,1549,FLOOD,83.4,16.4,5,372,10,42,10.7,23.6,15,262,24,3942,64
2,1980,FLOOD,268.2,18.7,1,287,9,29,35.5,6.8,15,111,20,4970,68
6,3544,EARTHQUAKE,45.2,50.2,9,413,8,18,37.3,3.4,60,561,48,8920,127
7,1598,FIRE,56.8,17.7,5,249,8,34,43.6,34.4,30,224,20,4065,64
2,1808,FLOOD,15.9,3.6,5,176,9,7,27.9,44.2,60,102,15,4540,71
7,3228,FLOOD,66.0,82.4,5,481,3,14,35.1,15.1,45,505,34,8140,105
1,782,EARTHQUAKE,151.0,70.0,8,154,4,11,31.9,4.4,30,39,13,1965,42
6,3739,EARTHQUAKE,288.7,66.6,7,436,3,17,88.2,9.4,15,577,52,9408,124
10,2894,LANDSLIDE,174.9,48.8,4,418,1,2,56.9,49.5,30,683,39,7335,92
9,4131,EARTHQUAKE,226.5,77.5,2,458,6,29,49.3,18.2,45,955,45,10418,128
8,2086,FIRE,137.6,82.8,5,400,9,50,66.6,43.4,60,332,26,5295,79
2,2221,OTHER,155.8,64.0,3,545,4,43,99.4,18.5,15,86,16,5572,73
4,4741,OTHER,208.7,43.1,4,942,4,25,64.1,48.3,60,327,32,11892,147
9,1443,FIRE,273.1,34.9,6,185,7,18,31.3,3.0,45,256,29,3698,60
10,1017,LANDSLIDE,238.6,56.7,6,109,1,32,92.8,8.2,30,245,35,2642,42
9,2383,CYCLONE,167.4,16.3,8,256,5,1,45.7,11.6,15,590,53,6048,89
1,4010,FIRE,1.5,35.2,1,240,3,23,87.9,39.5,30,83,22,10035,120
2,2227,EARTHQUAKE,298.8,19.7,10,520,5,15,3.7,46.7,30,128,33,5588,89
7,3471,LANDSLIDE,290.1,9.8,5,812,10,20,17.7,22.4,45,596,45,8748,119
10,1150,OTHER,230.3,25.0,7,184,5,20,9.0,28.8,60,203,28,2975,52
9,1512,LANDSLIDE,234.7,83.4,2,117,8,45,31.7,46.8,45,348,23,3870,55
8,2911,LANDSLIDE,140.0,96.1,8,161,9,2,95.8,21.6,30,578,47,7358,108
10,2487,EARTHQUAKE,174.1,37.3,10,394,10,19,5.8,42.4,30,655,61,6318,101
7,58,LANDSLIDE,242.2,87.5,8,12,2,4,27.4,49.3,15,23,27,215,20
6,4878,FLOOD,246.6,56.5,6,1087,2,48,58.7,26.0,15,644,50,12255,153
4,4239,EARTHQUAKE,168.6,96.7,3,401,3,20,63.0,36.2,15,443,41,10638,130
8,1654,FLOOD,20.1,15.3,2,254,4,14,10.8,2.2,60,298,16,4215,55
7,465,FLOOD,90.0,48.4,3,99,9,17,82.3,34.4,15,98,12,1232,28
7,1208,OTHER,6.5,14.2,4,101,9,13,47.9,15.2,15,160,13,3090,52
10,4048,FIRE,200.3,39.1,2,578,7,10,3.3,23.4,60,760,32,10220,127
1,4765,FIRE,10.2,65.0,10,661,6,9,47.1,36.4,45,105,29,11922,162
1,1306,FIRE,150.2,86.1,4,156,9,25,51.5,9.6,30,50,12,3275,54
6,4623,FIRE,137.8,85.9,3,488,5,26,7.3,42.1,60,526,33,11618,143
7,3874,CYCLONE,197.7,57.6,9,794,9,17,13.4,16.9,45,758,63,9755,138
10,3317,FLOOD,13.5,85.2,3,319,2,32,93.5,24.3,30,731,32,8392,103
4,873,EARTHQUAKE,218.4,38.4,7,204,1,40,25.4,2.8,15,94,24,2222,40
8,3076,CYCLONE,189.4,2.9,3,351,8,25,13.8,32.2,30,682,40,7770,102
4,2078,LANDSLIDE,131.3,28.6,4,412,7,34,81.0,10.4,15,216,24,5235,74
2,1677,FLOOD,243.0,89.3,6,343,10,35,86.5,17.7,60,106,21,4212,70
4,1709,CYCLONE,248.3,50.1,6,296,9,9,80.3,22.5,60,216,31,4312,70
2,4672,FLOOD,38.2,51.7,2,343,4,4,60.3,17.2,30,217,33,11700,141
5,2069,LANDSLIDE,211.0,6.8,3,504,2,35,57.7,42.8,45,248,26,5222,67
7,474,CYCLONE,209.3,11.1,8,112,5,42,3.5,17.6,45,106,33,1255,35
4,2750,FLOOD,41.8,54.7,6,645,1,16,49.6,40.5,15,246,27,6915,92
6,589,LANDSLIDE,179.4,61.2,2,133,8,9,27.4,3.0,15,111,13,1532,29
8,4168,EARTHQUAKE,195.1,43.2,5,859,4,2,93.2,2.3,30,850,52,10500,133
9,4991,LANDSLIDE,204.6,73.8,9,730,7,50,38.0,7.1,60,1075,69,12568,168
9,1138,FLOOD,131.4,89.7,6,136,6,28,91.8,12.7,15,245,28,2935,51
10,92,EARTHQUAKE,123.9,75.3,9,15,1,47,25.4,3.8,15,34,38,330,22
3,3602,EARTHQUAKE,84.8,31.4,10,652,4,19,13.4,20.5,15,285,41,9035,127
2,635,FIRE,281.5,20.6,6,145,4,29,71.5,47.1,45,34,13,1608,34
4,4325,FIRE,95.7,54.1,2,262,7,46,95.1,24.8,15,337,28,10852,135
4,1133,CYCLONE,69.2,74.2,4,84,3,3,97.8,35.2,60,138,18,2872,43
2,184,LANDSLIDE,250.9,27.0,10,23,2,4,28.3,30.9,60,17,15,480,27
1,3144,LANDSLIDE,133.2,22.4,7,273,7,35,5.7,16.0,45,95,28,7870,111
1,4996,FIRE,276.8,90.7,10,466,1,22,72.7,31.5,60,100,36,12500,164
1,904,CYCLONE,116.4,72.1,5,200,9,30,42.7,36.2,45,61,13,2270,45
3,3133,LANDSLIDE,223.7,92.5,3,725,5,44,95.1,5.2,30,242,31,7862,101
9,2433,FIRE,171.3,3.9,5,297,5,42,81.1,30.8,15,413,30,6172,85
5,4666,OTHER,96.3,26.5,3,647,1,29,1.4,2.8,45,393,29,11715,140
8,4569,EARTHQUAKE,122.6,58.0,2,481,10,36,31.7,4.1,30,950,44,11502,145
5,2272,FIRE,260.7,12.7,3,180,10,42,5.4,6.6,15,231,22,5730,81
3,4161,LANDSLIDE,174.0,4.2,4,258,5,17,2.1,42.4,45,306,38,10432,132
9,376,CYCLONE,70.4,10.9,9,52,9,5,24.1,17.0,45,120,38,1030,38
7,594,OTHER,127.9,28.3,1,68,6,22,97.5,45.0,45,83,7,1555,25
8,2418,CYCLONE,9.3,36.8,5,570,10,2,11.1,11.4,45,552,36,6125,89
9,4173,CYCLONE,213.9,94.0,7,901,1,43,72.8,19.7,15,1015,65,10522,134
2,1849,CYCLONE,151.0,57.4,9,363,9,47,12.6,44.0,15,134,27,4642,80
10,3879,OTHER,157.3,44.1,5,345,10,19,91.2,17.1,45,669,35,9798,131
4,3744,FIRE,224.5,11.5,4,520,7,24,8.4,28.5,15,291,30,9400,122
6,3976,CYCLONE,69.1,78.6,4,651,3,35,24.9,45.6,30,654,44,10000,125
10,2142,FIRE,102.5,11.8,7,287,3,37,49.7,44.2,30,400,33,5455,78
3,3729,FLOOD,50.0,41.9,9,716,8,48,10.5,43.6,60,267,34,9352,133
1,1377,FLOOD,39.7,86.7,7,317,6,9,40.5,28.3,45,53,12,3452,59
2,2769,FIRE,177.4,61.7,1,179,6,29,91.1,31.9,60,119,20,6942,87
5,3918,OTHER,40.4,18.3,10,913,9,6,15.6,1.4,45,346,33,9845,141
8,3117,FIRE,131.6,50.9,10,329,2,15,30.1,17.7,60,465,42,7872,111
5,2654,LANDSLIDE,95.6,17.8,3,154,4,28,52.2,29.2,45,322,27,6685,86
2,2855,FIRE,49.7,28.8,8,393,3,19,94.0,13.7,15,113,21,7158,101
4,2292,EARTHQUAKE,28.8,55.2,9,460,1,39,90.3,48.0,30,238,32,5770,84
1,4010,FLOOD,110.9,28.2,10,542,8,34,13.1,23.2,15,110,32,10035,143
2,3650,LANDSLIDE,148.0,8.7,3,907,2,23,80.5,37.5,30,177,32,9145,112
2,2689,EARTHQUAKE,152.1,27.6,9,495,2,46,68.9,44.7,15,143,31,6742,97
7,832,OTHER,238.3,31.8,9,151,1,41,62.9,13.0,60,101,25,2150,43
4,1612,FIRE,141.0,48.5,3,317,5,9,20.3,43.9,30,133,15,4070,57
1,3567,FLOOD,147.2,61.1,3,206,5,40,38.3,29.6,45,96,28,8928,113
8,4355,OTHER,286.3,87.8,4,979,8,32,79.8,20.2,45,603,36,10968,140
9,3950,FIRE,29.0,11.2,5,528,8,21,25.1,21.8,30,670,35,9965,131
8,2622,OTHER,34.1,69.7,3,536,8,32,60.3,34.7,15,370,20,6635,89
5,2204,CYCLONE,64.5,85.1,7,137,6,17,67.7,21.2,60,322,34,5560,83
7,3275,FIRE,273.7,26.8,4,386,1,20,45.0,11.8,30,424,32,8258,103
9,1699,OTHER,33.1,96.8,10,196,10,35,2.5,36.4,60,281,32,4338,79
2,2740,FIRE,230.1,55.3,1,421,6,35,20.2,8.7,60,118,21,6870,86
4,2387,EARTHQUAKE,273.2,33.2,4,383,4,1,4.1,2.0,15,254,32,6008,80
9,3269,LANDSLIDE,12.7,28.3,1,313,4,3,27.6,7.1,60,700,26,8262,99
7,1084,OTHER,263.0,86.2,2,70,7,2,2.0,41.7,30,146,14,2780,42
2,4828,LANDSLIDE,58.3,60.6,5,999,7,33,74.5,15.8,60,251,39,12090,155
4,826,FIRE,290.8,57.6,7,89,2,15,96.7,28.5,60,69,19,2105,40
5,4378,CYCLONE,73.4,1.7,8,855,6,49,54.9,6.3,30,603,53,10995,147
10,213,LANDSLIDE,231.4,44.7,8,34,5,22,14.8,31.9,15,68,36,632,27
2,4604,EARTHQUAKE,62.3,94.2,10,460,3,26,61.8,24.2,30,249,44,11530,155
1,4052,FIRE,123.6,74.1,3,232,10,39,41.0,1.3,30,102,26,10140,132
9,4013,CYCLONE,149.9,95.9,4,458,8,33,55.7,37.2,15,999,51,10122,131
2,3497,OTHER,23.3,12.7,1,288,2,11,20.1,43.6,15,121,18,8762,104
1,3484,LANDSLIDE,51.2,80.3,8,271,9,27,40.2,15.5,60,114,29,8720,125
5,2230,CYCLONE,96.7,89.0,10,401,3,19,52.6,11.0,45,316,41,5625,87
9,4962,FIRE,141.6,21.1,6,1168,3,11,52.7,41.6,15,827,45,12495,157
6,3420,EARTHQUAKE,45.1,6.7,1,384,4,13,69.6,27.3,45,526,29,8610,104
2,510,CYCLONE,140.6,15.6,6,90,4,23,63.1,46.5,45,42,13,1295,31
5,3501,CYCLONE,218.8,36.7,7,829,9,35,64.3,10.9,30,500,49,8802,123
2,1783,FIRE,53.5,56.4,3,373,10,42,76.7,17.2,45,92,13,4478,67
10,3888,EARTHQUAKE,50.4,78.3,4,265,10,10,14.8,24.3,15,1010,46,9820,129
6,647,FLOOD,41.1,80.7,7,118,6,20,50.3,6.7,60,107,19,1678,38
7,3168,OTHER,142.3,31.2,9,359,2,39,84.3,47.8,45,376,34,7990,111
3,3591,CYCLONE,132.5,69.5,5,671,9,28,65.4,9.7,45,323,39,9008,122
8,2844,OTHER,127.2,61.7,4,359,3,48,99.5,10.6,45,389,25,7190,92
9,1606,FLOOD,175.9,32.8,6,374,9,1,60.9,2.6,45,339,33,4105,67
8,3272,FLOOD,298.7,70.4,5,572,10,2,86.4,46.5,60,599,42,8260,113
8,1433,LANDSLIDE,225.0,64.8,9,303,1,24,3.4,44.8,30,276,42,3662,60
3,1088,FLOOD,125.9,84.6,1,150,1,21,10.2,27.7,30,81,11,2750,34
10,146,FIRE,251.2,84.8,6,33,3,38,72.4,18.9,15,40,23,465,19
7,3420,OTHER,200.9,6.5,9,271,5,6,17.7,3.2,30,409,37,8620,121
9,3362,EARTHQUAKE,190.6,84.2,1,377,9,23,12.2,23.8,15,792,34,8495,107
10,3802,FLOOD,34.9,9.1,2,331,10,41,96.6,38.6,15,851,32,9605,123
4,3078,LANDSLIDE,24.4,72.4,4,343,4,48,75.7,7.5,15,305,28,7735,100
7,2361,EARTHQUAKE,83.7,56.5,7,224,4,18,88.4,9.7,45,431,39,5972,85
5,3611,FIRE,27.7,35.5,6,432,9,29,83.0,34.7,30,353,29,9078,124
1,4804,LANDSLIDE,46.7,56.9,7,573,5,14,34.5,48.5,45,131,37,12020,156
2,4214,EARTHQUAKE,77.5,46.8,1,987,9,43,63.3,24.3,60,242,35,10555,131
10,2655,FIRE,169.1,65.8,1,303,2,41,36.2,45.2,30,496,21,6738,80
7,3905,FIRE,101.0,90.3,3,908,5,11,47.0,10.1,15,519,29,9832,123
8,3749,CYCLONE,172.8,43.5,7,542,4,17,72.5,30.4,60,817,58,9452,125
7,2469,FLOOD,291.2,87.7,9,176,7,50,27.3,29.3,15,400,44,6242,96
3,4205,EARTHQUAKE,276.7,88.7,9,377,10,49,14.4,33.5,15,354,50,10542,148
2,2543,EARTHQUAKE,240.4,45.9,3,361,3,13,88.4,15.8,15,141,29,6378,82
3,1944,EARTHQUAKE,131.0,72.4,3,363,6,1,48.0,17.9,60,171,22,4890,68
9,3238,OTHER,63.7,47.2,7,700,4,49,91.7,20.0,45,497,33,8185,111
3,3285,FIRE,269.4,82.0,7,556,9,5,35.0,33.8,15,206,30,8242,117
4,4995,EARTHQUAKE,230.4,36.9,6,750,1,40,60.1,20.5,15,506,53,12528,156
4,1141,LANDSLIDE,56.4,21.1,7,78,7,42,18.4,8.4,45,128,19,2892,54
7,3947,FLOOD,78.3,95.5,3,326,9,7,46.8,5.0,15,630,35,9938,128
7,110,EARTHQUAKE,95.7,57.5,7,20,1,32,65.6,33.8,60,28,22,345,18
1,2491,LANDSLIDE,77.6,63.4,10,526,8,33,37.6,24.2,45,86,23,6238,99
9,2998,FLOOD,235.6,98.1,9,605,2,10,1.2,47.5,45,598,52,7585,106
4,4228,CYCLONE,218.3,45.5,1,604,1,8,86.9,23.6,15,459,42,10610,124
10,3035,FIRE,127.7,67.5,1,481,3,19,36.0,1.9,45,568,22,7688,92
5,301,CYCLONE,33.5,73.2,9,59,4,12,8.9,5.6,30,61,21,802,31
8,3541,FIRE,103.6,45.8,10,349,9,37,46.1,4.8,45,543,44,8932,130
1,1212,CYCLONE,293.1,63.8,2,153,2,22,92.8,37.7,60,46,20,3040,41
7,193,EARTHQUAKE,285.1,25.7,2,41,7,8,79.5,29.0,45,57,15,552,17
10,4221,CYCLONE,256.3,24.4,1,526,8,14,76.2,22.4,30,1154,46,10652,131
5,4118,OTHER,13.7,39.9,3,764,5,1,41.0,1.9,60,356,25,10345,129
3,2260,FIRE,138.7,79.0,6,156,4,2,71.0,11.8,45,139,20,5680,81
10,3783,CYCLONE,126.2,59.5,9,483,9,1,34.6,16.7,60,1044,70,9558,135
3,3794,OTHER,149.7,53.2,3,700,5,26,3.7,42.8,15,203,24,9515,119
8,4608,FIRE,24.9,74.8,9,570,5,49,31.9,34.1,15,692,46,11600,155
3,4801,EARTHQUAKE,187.3,56.5,7,1196,1,49,97.3,28.3,60,369,50,12032,152
4,3084,CYCLONE,39.5,60.7,2,214,4,14,99.2,29.0,30,348,29,7750,96
3,3295,CYCLONE,122.6,75.1,7,758,5,21,77.2,31.9,45,288,39,8268,113
9,4397,CYCLONE,117.7,85.9,8,885,5,29,16.1,43.8,60,1080,68,11082,147
5,37,CYCLONE,249.0,76.3,3,6,2,25,58.2,21.5,60,19,14,142,9
7,1557,OTHER,8.7,22.4,10,270,2,39,57.3,21.0,15,187,25,3962,66
6,2057,EARTHQUAKE,170.8,47.2,2,494,1,48,60.3,39.7,60,316,25,5202,64
9,4198,EARTHQUAKE,255.1,16.1,6,816,4,12,47.5,35.9,30,958,59,10585,136
6,1096,FIRE,19.4,3.1,10,155,4,44,60.5,49.5,30,130,23,2800,55
8,4107,OTHER,33.3,60.4,6,921,3,16,46.5,48.2,15,558,33,10348,132
1,3338,CYCLONE,298.7,86.2,2,689,5,46,54.0,36.1,15,114,37,8355,104
8,3948,OTHER,17.9,81.2,1,484,9,41,65.1,22.0,15,550,22,9950,124
2,1205,FIRE,227.4,58.0,2,234,6,27,65.8,8.0,30,62,13,3032,44
8,1731,FIRE,29.1,64.2,2,245,8,49,24.9,13.7,45,276,15,4408,61
8,2718,LANDSLIDE,209.9,56.8,10,155,3,10,52.4,2.3,45,521,53,6875,101
10,2981,OTHER,87.4,94.5,3,487,5,31,71.5,34.0,30,513,24,7552,96
3,1210,CYCLONE,87.7,38.4,4,67,4,38,30.6,29.6,45,114,17,3055,47
6,4176,OTHER,261.1,51.7,8,725,3,23,64.6,29.8,45,427,38,10500,138
9,3076,LANDSLIDE,259.6,48.5,3,689,8,12,48.7,19.6,15,673,38,7780,102
6,1851,FIRE,61.9,15.0,10,380,2,42,20.1,25.4,15,209,28,4688,75
9,1880,OTHER,60.8,66.4,7,329,6,33,7.2,28.1,15,298,26,4790,74
1,3668,CYCLONE,156.9,24.5,3,689,4,15,69.1,23.3,15,113,36,9180,115
10,2187,CYCLONE,83.2,74.3,2,505,3,34,30.6,11.2,30,601,28,5568,69
10,4771,LANDSLIDE,139.3,53.7,1,542,2,13,48.1,22.7,60,1124,41,12028,140
4,828,CYCLONE,176.8,59.8,5,135,10,28,86.2,6.5,60,127,20,2110,44
4,4834,OTHER,184.3,45.6,1,485,7,39,27.4,31.9,45,339,29,12125,147
9,3969,CYCLONE,85.1,64.5,5,886,4,22,27.9,28.5,45,972,52,10012,127
8,923,EARTHQUAKE,146.3,31.9,9,133,3,12,7.0,22.2,45,197,38,2388,47
2,3640,FIRE,191.4,53.9,3,322,2,49,23.6,16.1,45,142,26,9120,112
6,4355,LANDSLIDE,30.9,30.0,10,400,3,21,16.1,38.6,30,621,52,10948,147
3,1297,FIRE,287.0,98.1,10,269,5,15,93.3,24.1,45,90,22,3272,62
6,1197,FIRE,100.1,35.4,6,167,7,37,39.7,21.4,60,150,19,3052,53
1,3358,FIRE,193.7,14.0,8,683,1,46,20.6,33.4,45,65,25,8405,113
5,3069,FLOOD,96.6,79.1,6,495,4,14,61.9,22.6,45,350,32,7722,104
2,619,EARTHQUAKE,48.1,72.3,10,89,1,50,66.1,34.7,60,41,14,1568,39
4,2304,CYCLONE,175.8,5.9,1,409,5,35,37.3,46.3,15,262,26,5800,73
8,1110,OTHER,22.2,97.7,7,238,3,38,30.2,10.8,15,161,20,2855,49
8,2018,FIRE,171.8,76.3,5,325,5,45,2.7,38.8,15,313,26,5125,73
6,2969,LANDSLIDE,224.2,21.5,6,426,8,24,33.6,34.2,45,440,40,7482,105
5,4954,OTHER,279.8,14.0,7,671,8,4,83.3,4.0,45,430,39,12435,164
1,4644,LANDSLIDE,298.7,96.0,6,966,8,19,57.7,32.1,15,140,43,11620,153
10,764,CYCLONE,234.2,53.2,9,167,2,37,92.3,30.9,30,216,50,2010,42
2,3540,FIRE,139.7,88.9,3,637,2,12,65.0,17.7,60,141,24,8870,109
1,3298,CYCLONE,88.1,62.4,7,177,4,21,43.0,13.7,30,107,32,8255,112
10,2685,CYCLONE,137.3,66.5,10,631,10,10,19.3,8.3,45,755,66,6812,107
3,836,FLOOD,160.0,94.4,1,172,9,23,95.5,17.0,45,86,11,2120,35
4,1720,EARTHQUAKE,90.9,42.4,5,166,4,50,35.9,7.7,60,188,23,4340,63
2,3082,FLOOD,133.2,74.4,4,388,8,29,40.2,11.1,60,161,26,7725,104
10,1031,FLOOD,290.8,50.7,10,200,2,11,75.8,6.9,60,233,47,2678,51
10,2945,OTHER,298.6,41.5,4,727,9,24,48.1,25.9,60,512,31,7462,101
1,69,LANDSLIDE,241.0,40.0,2,8,5,5,43.7,42.5,45,19,8,182,11
4,701,OTHER,193.1,39.0,8,37,5,47,64.9,16.8,30,59,15,1792,41
4,1462,CYCLONE,2.8,51.9,3,276,1,4,59.8,11.3,45,165,17,3695,49
6,3408,EARTHQUAKE,125.8,17.5,9,828,3,24,88.0,6.4,30,522,50,8580,118
1,4085,EARTHQUAKE,91.8,62.5,5,712,1,2,33.5,44.6,15,111,35,10222,128
3,3349,FLOOD,161.8,76.3,9,281,2,1,35.2,11.9,60,229,35,8402,116
2,930,LANDSLIDE,139.3,41.5,9,128,10,41,0.6,24.3,45,75,17,2345,55
3,2655,OTHER,162.0,95.7,2,386,10,13,13.0,26.2,30,159,18,6668,90
4,683,OTHER,28.4,40.4,10,48,4,17,18.9,33.3,45,56,14,1748,44
8,4849,CYCLONE,155.1,98.8,5,979,3,21,42.5,33.4,15,1055,60,12202,152
7,403,EARTHQUAKE,293.9,1.4,1,87,4,11,40.0,1.6,60,83,14,1078,18
8,2827,EARTHQUAKE,188.6,81.7,10,370,4,30,62.3,27.7,15,586,57,7148,105
5,4224,FIRE,101.2,89.3,5,499,8,50,55.1,33.5,45,411,32,10610,139
9,2163,FLOOD,234.6,42.7,1,525,3,7,23.1,23.4,15,433,23,5498,67
2,4519,OTHER,88.7,87.3,5,634,9,6,96.6,48.6,30,174,27,11318,148
7,4195,EARTHQUAKE,42.5,68.1,1,376,6,34,60.3,8.4,15,759,35,10558,128
9,2980,CYCLONE,69.1,94.7,9,248,3,7,68.2,32.1,30,735,58,7540,106
3,4440,CYCLONE,127.2,20.2,1,1073,7,19,39.3,26.6,60,380,41,11130,136
8,3843,FIRE,40.8,93.8,1,249,9,43,31.5,46.2,15,590,24,9688,121
1,3371,EARTHQUAKE,43.1,82.2,4,432,3,42,42.2,30.0,30,101,28,8438,107
6,587,EARTHQUAKE,289.0,27.6,7,43,10,44,15.6,22.7,45,121,29,1528,41
6,98,OTHER,35.2,31.1,2,20,10,31,23.6,22.5,15,32,4,305,17
9,3732,EARTHQUAKE,21.1,97.9,6,839,1,25,83.9,13.5,60,852,49,9420,120
7,4802,EARTHQUAKE,262.9,69.1,8,968,4,34,10.8,49.9,45,859,65,12075,157
4,4061,OTHER,289.0,42.2,2,905,5,47,73.4,45.3,45,284,28,10192,125
7,2068,FIRE,24.9,10.1,8,203,8,15,59.3,33.6,15,284,27,5240,83
8,4603,CYCLONE,251.2,37.6,9,1031,7,3,60.4,29.9,15,1008,74,11588,157
10,787,FLOOD,290.0,23.9,10,145,10,27,81.6,36.2,15,199,45,2068,52
6,3616,LANDSLIDE,172.0,52.3,7,768,7,43,90.9,11.6,30,531,45,9100,124
1,2704,FLOOD,87.7,41.2,1,529,5,23,81.9,17.9,30,75,20,6770,84
5,3663,FLOOD,97.4,69.9,5,746,3,14,56.1,43.3,45,411,34,9208,118
7,2865,EARTHQUAKE,253.4,85.7,6,344,9,48,80.6,48.3,45,537,45,7232,103
5,839,OTHER,27.1,40.6,10,125,3,49,38.6,14.0,60,79,17,2148,47
6,2770,LANDSLIDE,268.7,75.5,3,317,2,13,58.4,45.5,45,400,33,6985,87
9,4419,EARTHQUAKE,119.4,69.6,4,303,10,43,40.8,13.9,45,1031,50,11138,144
9,2908,LANDSLIDE,39.9,38.5,5,502,2,21,99.9,22.7,15,620,37,7360,95
4,4499,EARTHQUAKE,200.3,27.4,8,426,4,16,87.6,22.6,30,465,52,11288,149
3,111,FIRE,73.1,2.1,10,16,8,27,55.9,49.9,30,24,10,308,31
7,1534,CYCLONE,174.3,62.7,7,305,6,17,43.4,18.9,30,312,37,3905,64
6,4436,FIRE,23.1,69.3,6,984,4,35,58.1,5.7,60,502,35,11150,143
9,2578,FLOOD,242.2,60.4,6,498,9,15,46.8,29.1,15,531,41,6535,95
8,3597,LANDSLIDE,177.3,6.5,3,195,8,36,65.2,44.9,60,694,39,9072,117
3,532,OTHER,106.3,95.5,5,87,1,46,60.0,22.1,30,35,9,1360,26
7,1772,OTHER,135.6,53.8,5,205,10,33,94.7,8.1,45,230,20,4500,71
1,443,OTHER,226.3,58.7,2,76,9,27,73.2,36.9,30,29,7,1118,26
10,1479,EARTHQUAKE,8.8,92.9,2,172,2,26,57.6,47.5,60,385,19,3798,48
7,3133,OTHER,142.3,84.7,3,216,6,12,70.9,44.1,60,383,24,7902,102
2,1521,FIRE,120.4,22.7,2,179,2,34,26.1,44.1,15,62,12,3822,49
9,494,OTHER,111.9,16.9,9,25,6,25,31.0,40.2,45,87,25,1325,38
2,1422,EARTHQUAKE,190.9,49.8,9,133,6,7,87.3,45.7,45,94,23,3575,65
10,1459,LANDSLIDE,211.9,88.0,3,220,8,2,62.4,46.8,15,371,27,3748,56
5,2397,FLOOD,104.7,18.0,9,200,2,32,19.7,8.6,45,266,33,6042,88
8,4499,LANDSLIDE,235.2,94.4,9,283,4,24,14.6,48.1,60,860,63,11328,151
4,3321,FLOOD,107.5,91.7,8,704,10,7,84.9,5.5,45,322,35,8342,121
9,4622,CYCLONE,210.7,52.2,9,825,5,21,14.0,38.4,45,1131,76,11645,155
7,3321,LANDSLIDE,113.1,49.0,8,235,9,31,61.2,16.0,45,572,46,8372,120
1,4331,FLOOD,56.4,8.9,10,864,10,35,17.7,16.4,15,121,33,10838,154
9,239,FLOOD,290.0,38.5,6,58,1,44,87.4,37.2,30,53,27,688,20
9,3047,OTHER,209.8,91.1,2,430,3,15,71.4,4.6,30,469,24,7708,94
8,1703,CYCLONE,192.1,1.6,7,155,2,19,1.0,12.8,45,370,42,4338,65
3,3204,EARTHQUAKE,111.5,83.8,1,260,10,16,62.4,13.7,60,279,28,8040,104
10,2547,EARTHQUAKE,282.1,65.3,5,335,1,27,82.4,19.5,30,646,46,6468,84
8,2086,CYCLONE,3.1,69.3,1,394,8,9,66.5,11.9,15,478,20,5295,70
2,1311,LANDSLIDE,20.0,53.7,3,312,5,44,71.6,35.1,45,80,12,3298,48
9,2356,FIRE,256.7,26.1,2,303,4,6,55.7,25.4,30,399,24,5980,75
9,302,LANDSLIDE,143.6,11.1,1,65,3,6,76.4,40.5,30,73,9,845,14
7,3048,LANDSLIDE,221.5,44.2,1,556,9,50,97.5,38.7,45,527,30,7690,98
1,4669,FLOOD,284.6,34.1,5,1094,6,30,20.5,32.6,60,120,39,11682,149
7,1264,FIRE,151.7,22.5,4,148,8,2,87.2,4.4,30,181,18,3230,52
10,4339,FIRE,167.1,14.3,6,266,2,27,52.0,1.9,30,801,44,10948,138
6,3044,FLOOD,43.0,10.4,4,155,1,37,6.3,20.0,15,399,29,7670,96
4,298,CYCLONE,163.7,2.0,8,70,7,19,68.7,20.0,30,54,20,785,32
8,2058,FIRE,294.0,63.7,8,481,3,30,53.9,18.6,30,313,35,5225,78
5,1438,LANDSLIDE,299.7,88.2,6,284,7,20,14.8,23.5,30,196,29,3645,60
7,1034,OTHER,105.9,94.2,7,234,8,47,45.5,47.7,60,143,20,2655,52
